GRD Ref,Parent,Source Title,Short Source Title,Source Description,Archival Ref,Archive,Type
CCW123,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.68v,Borthwick Institute for Archives,Archival
CCW124,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.69v,Borthwick Institute for Archives,Archival
CCW125,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.70r,Borthwick Institute for Archives,Archival
CCW130,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.75r,Borthwick Institute for Archives,Archival
CCW131,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.75v-76r,Borthwick Institute for Archives,Archival
CCW141,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.89v,Borthwick Institute for Archives,Archival
CCW142,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.90v,Borthwick Institute for Archives,Archival
CCW147,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.95v,Borthwick Institute for Archives,Archival
CCW155,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.102r,Borthwick Institute for Archives,Archival
CCW157,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.103v,Borthwick Institute for Archives,Archival
CCW163,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.110r,Borthwick Institute for Archives,Archival
CCW164,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.111r,Borthwick Institute for Archives,Archival
CCW166,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.113r,Borthwick Institute for Archives,Archival
CCW168,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.114r,Borthwick Institute for Archives,Archival
CCW173,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.119r,Borthwick Institute for Archives,Archival
CCW181,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.128v,Borthwick Institute for Archives,Archival
CCW182,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.129r,Borthwick Institute for Archives,Archival
CCW193,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.142v,Borthwick Institute for Archives,Archival
CCW194,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.143r,Borthwick Institute for Archives,Archival
CCW200,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.146v,Borthwick Institute for Archives,Archival
CCW201,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.147r,Borthwick Institute for Archives,Archival
CCW202,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.148r,Borthwick Institute for Archives,Archival
CCW203,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.148v,Borthwick Institute for Archives,Archival
CCW213,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.157r,Borthwick Institute for Archives,Archival
CCW215,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.158r-158v,Borthwick Institute for Archives,Archival
CCW215n,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.158v,Borthwick Institute for Archives,Archival
CCW220,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.163r,Borthwick Institute for Archives,Archival
CCW221,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.163v,Borthwick Institute for Archives,Archival
CCW236,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.172r,Borthwick Institute for Archives,Archival
CCW237,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.172v,Borthwick Institute for Archives,Archival
CCW238,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.173r,Borthwick Institute for Archives,Archival
CCW253,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.182v,Borthwick Institute for Archives,Archival
CCW266,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.189r,Borthwick Institute for Archives,Archival
CCW277n,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.194v,Borthwick Institute for Archives,Archival
CCW280,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.196r,Borthwick Institute for Archives,Archival
CCW282,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.197r,Borthwick Institute for Archives,Archival
CCW291,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.202v,Borthwick Institute for Archives,Archival
CCW304,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.208r,Borthwick Institute for Archives,Archival
CCW308,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.209r,Borthwick Institute for Archives,Archival
CCW321,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.215r,Borthwick Institute for Archives,Archival
CCW331,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Draft Churchwardens' Accounts 1537-1548,PR/Y/MS/3 f.85r,Borthwick Institute for Archives,Archival
CCW335,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Draft Churchwardens' Accounts 1537-1548,PR/Y/MS/3 f.86v,Borthwick Institute for Archives,Archival
CCW64,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.1v,Borthwick Institute for Archives,Archival
CCW66,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.3v,Borthwick Institute for Archives,Archival
CCW67,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.7r-7v,Borthwick Institute for Archives,Archival
CCW68,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.10r,Borthwick Institute for Archives,Archival
CCW69,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.10v-11r,Borthwick Institute for Archives,Archival
CCW70,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.11v-12r,Borthwick Institute for Archives,Archival
CCW71,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.12v-13r,Borthwick Institute for Archives,Archival
CCW74,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.16v,Borthwick Institute for Archives,Archival
CCW75,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.17v-18r,Borthwick Institute for Archives,Archival
CCW78,"C.C. Webb (ed.), Churchwardens’ Accounts of St Michael, Spurriergate, York, 1518-48, 2 vols, Borthwick Texts and Calendars 20 (York, 1997).","Churchwardens' Accounts, St Michael Spurriergate","Webb, Churchwardens' Accounts ",York St Michael Spurriergate Churchwardens' Accounts 1518-1547,PR/Y/MS/4 f.21v,Borthwick Institute for Archives,Archival
